LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
11100,59232.0,71157.0,DebtCon,Mgr,5.0,,,108.21716051,,24.0,40.091831822
11100,72402.0,86584.0,DebtCon,Mgr,8.0,0.0,0.0,102.97207872,0.0,22.0,29.655713203
11100,27861.0,47737.0,HomeImp,Other,8.0,0.0,0.0,89.492116658,0.0,4.0,34.050949362
11100,82329.0,100139.0,HomeImp,ProfExe,5.0,0.0,0.0,108.53256364,0.0,26.0,26.099258701
11100,80922.0,95105.0,DebtCon,Other,3.0,0.0,0.0,90.881292261,2.0,31.0,38.120810575
11100,68784.0,85464.0,Unknown,ProfExe,2.0,0.0,0.0,117.9983043,0.0,14.0,36.044251755
11100,105226.0,122901.0,DebtCon,Unknown,3.0,0.0,0.0,113.68878037,1.0,26.0,33.896642978
11100,52900.0,91741.0,HomeImp,Other,,1.0,1.0,93.110352698,,8.0,40.761453071
11100,35782.0,45550.0,HomeImp,Other,8.0,0.0,0.0,109.28434579,0.0,3.0,36.159805919
11100,43167.0,60209.0,DebtCon,Other,3.0,0.0,1.0,80.368196976,0.0,20.0,37.490798825
11100,50350.0,58837.0,DebtCon,Other,6.0,0.0,0.0,80.843216818,0.0,10.0,28.793166271
11200,56877.0,65125.0,HomeImp,Other,6.0,2.0,0.0,12.176928574,0.0,1.0,33.241218883
11200,68990.0,81922.0,DebtCon,Mgr,12.0,0.0,1.0,120.88581123,2.0,23.0,43.159875329
11300,57377.0,75038.0,DebtCon,Office,4.0,0.0,0.0,91.219961165,1.0,15.0,25.140279716
11300,64437.0,79857.0,DebtCon,Office,5.0,0.0,0.0,88.789155967,2.0,14.0,27.899267889
11300,61810.0,79817.0,DebtCon,Office,6.0,0.0,0.0,98.224144195,1.0,14.0,25.52507894
11300,62168.0,80681.0,DebtCon,Sales,6.0,0.0,0.0,117.3762292,0.0,34.0,27.694521271
11300,29000.0,59900.0,HomeImp,Mgr,3.0,1.0,0.0,91.633333333,4.0,11.0,
11300,56602.0,71500.0,DebtCon,Office,11.0,2.0,1.0,52.8,12.0,20.0,
11300,77846.0,101984.0,HomeImp,ProfExe,5.0,0.0,0.0,112.38484554,1.0,27.0,28.298733642
11300,78902.0,100332.0,DebtCon,ProfExe,4.0,0.0,0.0,116.99879949,0.0,26.0,34.683071467
11300,74783.0,100909.0,HomeImp,ProfExe,5.0,0.0,0.0,85.664833722,0.0,34.0,35.947854706
11400,,38246.0,HomeImp,Other,,,0.0,88.886975341,0.0,10.0,37.658388771
11400,55965.0,78051.0,DebtCon,Office,6.0,0.0,0.0,96.292020222,2.0,14.0,27.173232225
11400,43530.0,56600.0,HomeImp,Other,21.0,0.0,0.0,114.98297904,0.0,23.0,39.481662901
11400,51203.0,60716.0,DebtCon,Other,2.0,0.0,0.0,99.104082616,0.0,20.0,38.235312929
11400,84380.0,202186.0,HomeImp,Self,13.0,0.0,0.0,34.914371682,,7.0,18.84034872
11400,84278.0,200480.0,HomeImp,Self,14.0,0.0,0.0,4.4127700608,,8.0,19.112485067
11500,47597.57,75937.5,DebtCon,Other,13.5,0.0,0.0,89.4,0.0,7.0,
11500,29281.0,37717.0,HomeImp,Mgr,15.0,0.0,0.0,61.915444655,0.0,9.0,30.702428546
11500,22758.0,36922.0,DebtCon,Office,7.0,0.0,1.0,103.04811711,0.0,16.0,19.020168304
11600,57939.0,69774.0,DebtCon,Mgr,5.0,0.0,0.0,91.99164592,0.0,12.0,72.264093333
11600,22635.0,33353.0,DebtCon,Office,6.0,0.0,0.0,85.57207035,0.0,16.0,19.223872665
11600,35865.0,50000.0,DebtCon,Other,,0.0,0.0,78.133333333,0.0,15.0,
11600,57200.0,72500.0,DebtCon,Other,5.0,0.0,0.0,34.466666667,4.0,15.0,
11600,,36474.0,HomeImp,Other,,,1.0,93.727138031,0.0,10.0,37.202953562
11700,42151.0,58947.0,HomeImp,Other,22.0,0.0,0.0,122.03036183,0.0,23.0,40.083144531
11700,54085.0,68239.0,HomeImp,Other,2.0,1.0,2.0,8.0552650769,3.0,15.0,32.012658582
11700,40266.0,59097.0,DebtCon,Other,,0.0,0.0,74.998098598,0.0,15.0,39.49702872
11700,59506.0,85000.0,DebtCon,Other,3.0,0.0,0.0,37.566666667,2.0,4.0,
11700,69100.0,85000.0,DebtCon,Mgr,3.8,3.0,0.0,80.1,0.0,22.0,
11700,74783.0,86227.0,DebtCon,Mgr,7.0,0.0,0.0,116.75680052,0.0,23.0,28.019227084
11700,78157.0,103016.0,DebtCon,Mgr,1.0,0.0,0.0,69.805697668,2.0,24.0,38.448387115
11800,74512.0,93328.0,HomeImp,Office,4.0,5.0,0.0,117.91881998,,16.0,58.295989944
11800,79131.0,102263.0,HomeImp,ProfExe,5.0,0.0,0.0,105.25389259,0.0,34.0,36.070978869
11800,21813.0,30436.0,DebtCon,Office,5.0,0.0,1.0,104.01163591,0.0,16.0,19.408461231
11800,44944.0,57132.0,DebtCon,Other,,0.0,0.0,74.156045076,0.0,14.0,42.81224294
11800,57760.0,65535.0,DebtCon,Mgr,11.0,0.0,0.0,108.46940045,1.0,18.0,32.783483568
11800,38825.0,51984.0,DebtCon,Other,,0.0,0.0,82.527794351,0.0,14.0,40.88273326
11900,56443.0,86913.0,DebtCon,Office,12.0,0.0,0.0,119.85940967,0.0,24.0,38.861656969
11900,108763.0,128780.0,DebtCon,Office,8.0,0.0,0.0,60.377932903,3.0,21.0,49.418114378
11900,56792.0,64130.0,DebtCon,Mgr,13.0,0.0,0.0,118.61259022,1.0,18.0,32.665746304
11900,,39433.0,HomeImp,Other,,,1.0,81.394829612,0.0,9.0,35.503664257
11900,58104.0,77870.0,HomeImp,Other,7.0,0.0,0.0,69.433333333,1.0,19.0,
11900,81849.0,105403.0,HomeImp,ProfExe,5.0,0.0,1.0,82.639505382,1.0,34.0,36.50598321
11900,78959.0,104371.0,DebtCon,Mgr,1.0,0.0,0.0,79.081397224,1.0,23.0,40.02421108
11900,83877.0,208924.0,HomeImp,Self,15.0,0.0,0.0,12.752046941,,7.0,18.249721916
11900,81318.0,105454.0,HomeImp,ProfExe,6.0,0.0,0.0,92.136821036,1.0,33.0,37.525751033
12000,63019.0,74204.0,DebtCon,Office,6.0,0.0,0.0,98.591738332,2.0,14.0,24.490438355
12000,41182.0,59947.0,HomeImp,Other,23.0,0.0,0.0,118.17993915,0.0,22.0,37.131064161
12000,57371.0,69076.0,DebtCon,Mgr,10.0,1.0,0.0,83.251972039,1.0,19.0,29.632108256
12000,76799.0,83864.0,DebtCon,Mgr,8.0,0.0,0.0,102.20427433,0.0,22.0,27.17193008
12000,35028.0,55079.0,HomeImp,Other,23.0,0.0,1.0,108.63396857,0.0,23.0,40.797457548
12000,69796.0,93757.0,DebtCon,Office,16.0,0.0,1.0,91.432675908,0.0,8.0,24.459383678
12000,102109.0,121229.0,DebtCon,Unknown,2.0,0.0,0.0,104.48259122,0.0,25.0,34.767288887
12000,76345.0,89036.0,HomeImp,Other,8.0,0.0,0.0,91.97034976,1.0,19.0,50.173065029
12000,69000.0,92900.0,HomeImp,ProfExe,2.0,0.0,0.0,115.9,0.0,15.0,
12000,72000.0,106000.0,DebtCon,Other,6.0,0.0,0.0,78.066666667,2.0,14.0,
12000,36346.0,54000.0,DebtCon,Other,,0.0,0.0,114.66666667,2.0,19.0,
12000,75373.0,102602.0,HomeImp,Other,6.0,2.0,0.0,99.366666667,0.0,21.0,
12000,114390.0,132800.0,DebtCon,Mgr,10.0,0.0,0.0,95.733333333,0.0,25.0,
12000,28298.0,72000.0,DebtCon,Other,8.0,,,105.5,2.0,22.0,
12000,87917.0,,Unknown,Other,12.9,0.0,1.0,71.0,0.0,12.0,
12000,15231.0,42845.01,DebtCon,Office,6.5,0.0,1.0,65.966666667,2.0,18.0,
12000,42000.0,58000.0,DebtCon,Other,5.0,0.0,1.0,113.63333333,1.0,18.0,
12000,84191.0,100654.0,HomeImp,ProfExe,0.0,0.0,0.0,79.677885378,1.0,20.0,33.773303262
12000,,33879.0,DebtCon,Other,,1.0,0.0,121.37953588,0.0,4.0,39.69469137
12100,186062.0,227171.0,HomeImp,ProfExe,0.0,0.0,0.0,67.780848026,,4.0,26.990532996
12100,29097.0,72647.0,DebtCon,Other,8.0,,,109.51487945,1.0,22.0,45.304760569
12100,50973.0,74183.0,DebtCon,Mgr,6.0,,,122.69182705,,24.0,41.128085307
12100,12000.0,33938.0,DebtCon,Mgr,9.0,0.0,0.0,118.76666667,0.0,11.0,
12100,31400.0,48000.0,DebtCon,Other,6.0,1.0,0.0,107.53333333,2.0,16.0,
12100,67927.0,94126.0,DebtCon,Other,2.0,0.0,0.0,35.53887812,2.0,3.0,38.847597081
12100,83557.0,98881.0,HomeImp,ProfExe,6.0,0.0,0.0,102.22570446,1.0,26.0,25.782787088
12100,18728.0,34443.0,DebtCon,Mgr,9.0,0.0,0.0,117.64828293,0.0,10.0,21.589836378
12200,80336.0,102618.0,HomeImp,ProfExe,2.0,0.0,0.0,79.730260623,2.0,19.0,34.405482343
12200,61302.0,90873.0,DebtCon,Other,2.0,0.0,0.0,35.973541612,1.0,4.0,39.973613155
12300,89333.0,106107.0,HomeImp,Other,19.0,0.0,0.0,120.25788605,3.0,24.0,28.774702133
12300,48238.0,66603.0,HomeImp,Office,6.0,0.0,1.0,80.38898294,1.0,11.0,40.01910455
12300,27859.0,48393.0,HomeImp,Other,10.0,0.0,0.0,82.760160333,0.0,3.0,34.385367068
12300,35651.0,59795.0,HomeImp,Other,22.0,0.0,0.0,118.65306415,0.0,23.0,40.662981652
12400,80510.0,97548.0,HomeImp,ProfExe,1.0,0.0,0.0,74.404263327,1.0,19.0,36.457349926
12400,45604.0,65501.0,DebtCon,Other,9.0,0.0,1.0,70.337530564,1.0,24.0,35.212181264
12400,16375.0,36672.0,DebtCon,Mgr,8.0,0.0,0.0,120.67492799,0.0,11.0,24.089437148
12400,50573.0,84008.0,DebtCon,Other,15.0,1.0,0.0,76.042086926,0.0,7.0,41.027966747
12400,83018.0,96637.0,DebtCon,Other,2.0,0.0,0.0,95.902131333,2.0,32.0,41.244779194
12500,83924.0,100114.0,HomeImp,ProfExe,0.0,0.0,0.0,71.304197606,1.0,20.0,34.712768805
12500,41000.0,64680.0,DebtCon,Other,2.0,0.0,0.0,70.9,3.0,30.0,
12500,41301.0,60000.0,DebtCon,Other,2.0,0.0,0.0,77.233333333,0.0,12.0,
12500,55000.0,75393.0,DebtCon,Other,0.75,0.0,1.0,113.03333333,1.0,16.0,
12500,71582.0,93400.0,DebtCon,Other,6.0,3.0,0.0,74.066666667,1.0,21.0,
12500,17659.0,31843.0,DebtCon,Office,7.0,0.0,1.0,107.74109478,0.0,16.0,19.300854446
12600,41169.82,57000.0,DebtCon,Other,5.5,1.0,0.0,98.433333333,10.0,18.0,
12600,83921.0,90876.0,DebtCon,Other,3.0,0.0,0.0,106.93739665,1.0,32.0,41.473001084
12600,86785.0,110400.0,DebtCon,Other,0.7,1.0,,89.066666667,2.0,27.0,
12600,72854.0,86209.0,Unknown,ProfExe,2.0,0.0,0.0,118.06964742,0.0,14.0,36.051487179
12600,25000.0,37882.0,HomeImp,Other,8.8,0.0,0.0,87.2,2.0,12.0,
12600,48983.0,65000.0,DebtCon,Other,5.0,1.0,0.0,58.7,7.0,23.0,
12600,85335.0,97094.0,DebtCon,Other,2.0,0.0,0.0,116.08660902,1.0,32.0,40.845246192
12600,37699.0,59874.0,HomeImp,Other,22.0,0.0,0.0,114.23595157,0.0,23.0,38.682676037
12700,29471.0,48362.0,HomeImp,Other,9.0,0.0,0.0,79.902871414,0.0,4.0,36.020607901
12700,79383.0,107590.0,DebtCon,Other,5.0,0.0,0.0,78.299273534,2.0,14.0,33.581116502
12700,58293.0,82594.0,DebtCon,Office,13.0,0.0,0.0,105.05041496,0.0,23.0,36.700445544
12700,27459.0,38577.0,HomeImp,Mgr,16.0,0.0,0.0,72.329572042,0.0,9.0,31.605665455
12700,60122.0,93741.0,DebtCon,Other,0.0,0.0,0.0,38.334923849,1.0,3.0,42.109347732
12800,81030.0,100333.0,DebtCon,Mgr,11.0,0.0,1.0,80.148943035,4.0,29.0,42.319370392
12800,67060.0,83989.0,DebtCon,Office,9.0,,3.0,116.46675743,2.0,24.0,43.572307509
12800,79151.0,110583.0,DebtCon,Other,4.0,0.0,0.0,79.371384496,1.0,13.0,33.586691632
12800,29100.0,39264.0,HomeImp,Other,7.0,0.0,0.0,93.395002466,2.0,12.0,31.283061018
12900,39401.0,53758.0,HomeImp,Other,22.0,0.0,0.0,118.64637517,0.0,23.0,38.689440621
12900,58566.0,74655.0,DebtCon,Mgr,5.0,,,116.77581763,,24.0,39.977051188
12900,29891.0,76571.0,HomeImp,Other,2.0,0.0,0.0,29.058670234,3.0,11.0,31.458500529
12900,87270.0,97929.0,HomeImp,ProfExe,0.0,0.0,0.0,65.107496541,1.0,20.0,34.696365542
12900,89510.0,102628.0,HomeImp,Other,20.0,0.0,0.0,117.85717268,3.0,24.0,28.537354092
12900,46266.0,62000.0,DebtCon,Other,7.0,0.0,0.0,77.133333333,5.0,18.0,
12900,83886.0,100782.0,HomeImp,ProfExe,5.0,0.0,0.0,115.07618603,1.0,27.0,27.979706434
12900,31498.0,42695.0,HomeImp,Mgr,14.0,0.0,0.0,55.021588949,0.0,9.0,31.992753482
13000,64499.0,86000.0,HomeImp,Other,1.0,0.0,0.0,109.4,0.0,19.0,
13000,81972.0,102295.0,HomeImp,ProfExe,5.0,0.0,0.0,107.42060929,0.0,26.0,24.720831083
13000,80587.0,110064.0,DebtCon,Other,6.0,0.0,0.0,85.009196731,1.0,13.0,33.990039745
13000,78766.0,106450.0,HomeImp,ProfExe,6.0,0.0,0.0,107.95131167,0.0,26.0,24.870993882
13000,39386.0,53149.0,DebtCon,Other,4.0,0.0,0.0,110.4779566,1.0,16.0,38.521759005
13000,125969.0,144076.0,DebtCon,Other,4.0,0.0,0.0,110.19319627,2.0,30.0,48.977731698
13000,,25425.0,DebtCon,Other,13.0,,,90.933333333,2.0,9.0,
13000,41193.0,58000.0,DebtCon,Other,18.0,3.0,2.0,66.933333333,4.0,7.0,
13000,43744.0,60000.0,DebtCon,Self,22.0,0.0,1.0,21.266666667,1.0,15.0,
13000,137618.0,159000.0,DebtCon,ProfExe,9.0,2.0,6.0,106.53333333,6.0,37.0,
13000,152029.0,173750.0,HomeImp,ProfExe,20.0,0.0,0.0,19.333333333,7.0,5.0,
13000,26863.0,44218.0,HomeImp,Other,10.0,0.0,0.0,92.99959341,2.0,11.0,29.112936155
13000,110097.0,210595.0,HomeImp,ProfExe,3.0,0.0,0.0,122.63869991,0.0,15.0,29.327513673
13000,80277.0,106799.0,DebtCon,Other,3.0,0.0,0.0,67.111665924,2.0,14.0,37.297772993
13100,74832.0,98616.0,HomeImp,ProfExe,6.0,0.0,0.0,101.36228964,1.0,26.0,27.021480654
13100,22422.0,34800.0,HomeImp,Office,2.6,2.0,0.0,93.3,1.0,3.0,
13100,54000.0,74750.0,DebtCon,Other,14.0,1.0,0.0,92.4,0.0,9.0,
13100,44817.0,59544.0,DebtCon,Other,,0.0,0.0,71.461704749,0.0,15.0,41.609813237
13200,58549.0,81381.0,DebtCon,Office,13.0,0.0,0.0,94.687106657,0.0,24.0,38.412756136
13200,15346.0,30809.0,DebtCon,Office,7.0,0.0,1.0,89.652536093,0.0,16.0,18.105282019
13200,65372.0,81426.0,DebtCon,Other,4.0,,1.0,102.6208363,3.0,29.0,38.934169132
13200,65997.0,88000.0,DebtCon,Other,2.0,0.0,0.0,113.23333333,2.0,25.0,
13200,22270.0,38437.0,DebtCon,Office,5.0,0.0,1.0,107.77338665,0.0,17.0,20.643199675
13200,77241.0,112904.0,DebtCon,Other,5.0,0.0,0.0,68.549045013,2.0,14.0,34.535243721
13200,81654.0,114333.0,DebtCon,Other,5.0,0.0,0.0,97.962961658,1.0,13.0,33.743367654
13300,81944.0,108768.0,DebtCon,Other,5.0,0.0,0.0,81.10679915,1.0,13.0,33.86964175
13300,35000.0,44195.0,HomeImp,Other,8.0,0.0,0.0,91.923528914,0.0,4.0,35.243120856
13300,81574.0,103760.0,HomeImp,ProfExe,6.0,0.0,0.0,118.91849399,0.0,27.0,24.769621931
13300,74609.0,115056.0,DebtCon,Other,6.0,0.0,0.0,77.445106295,2.0,14.0,36.869212637
13300,44952.0,56394.0,DebtCon,Other,,0.0,0.0,74.435993325,0.0,14.0,41.060320697
13400,131524.0,148356.0,DebtCon,Other,4.0,1.0,0.0,110.74174156,2.0,29.0,48.340234737
13400,58307.0,71810.0,DebtCon,Other,9.0,0.0,2.0,82.708309337,2.0,32.0,36.947798216
13400,65662.0,92050.0,DebtCon,Other,2.0,0.0,0.0,20.759215295,1.0,3.0,42.009390078
13400,78465.0,97506.0,DebtCon,Other,5.0,3.0,0.0,71.44366499,1.0,21.0,24.470299986
13400,,33664.0,DebtCon,Other,13.0,,,108.21700943,2.0,8.0,31.613929557
13500,82036.0,104261.0,HomeImp,ProfExe,4.0,0.0,1.0,98.417753249,0.0,33.0,39.294102796
13500,65000.0,,DebtCon,ProfExe,14.0,0.0,2.0,105.5,4.0,34.0,
13600,64799.0,84425.0,DebtCon,Office,14.0,0.0,0.0,115.32388361,0.0,24.0,36.85085748
13600,115816.0,212995.0,HomeImp,ProfExe,1.0,0.0,0.0,114.8430305,1.0,14.0,26.3251112
13600,,35396.0,DebtCon,Other,11.0,,,101.79352327,1.0,8.0,32.66950311
13600,55901.0,87519.0,DebtCon,Office,13.0,0.0,1.0,107.9131329,0.0,23.0,36.327022401
13600,39997.0,56571.0,DebtCon,Other,6.0,0.0,0.0,111.00781887,2.0,15.0,38.773136983
13700,80300.0,98088.0,HomeImp,ProfExe,1.0,0.0,0.0,66.723946838,0.0,20.0,36.516532499
13700,27536.0,45819.0,HomeImp,Other,7.0,0.0,0.0,73.455765867,2.0,12.0,28.709192906
13700,58788.0,87260.0,DebtCon,Office,14.0,0.0,0.0,103.69281836,0.0,24.0,36.665318539
13700,46000.0,81000.0,DebtCon,ProfExe,1.5,0.0,1.0,101.56666667,0.0,25.0,
13700,74015.0,113766.0,DebtCon,Other,7.0,0.0,0.0,75.892415281,2.0,14.0,36.395366326
13700,32942.0,40143.0,HomeImp,Other,8.0,0.0,0.0,65.000742252,2.0,12.0,30.268368849
13700,59530.0,81068.0,DebtCon,Other,0.0,0.0,0.0,108.01914173,3.0,10.0,37.846648093
13800,76537.0,108747.0,DebtCon,Other,5.0,0.0,0.0,73.075238088,1.0,14.0,34.2526057
13800,35807.0,40700.0,DebtCon,Other,1.0,0.0,0.0,91.266666667,1.0,17.0,
13800,40674.0,61216.0,DebtCon,Other,,0.0,0.0,108.79023328,2.0,19.0,40.990703819
13800,31974.0,44417.0,HomeImp,Other,7.0,0.0,0.0,76.933122961,1.0,12.0,30.422429425
13800,21711.0,32357.0,DebtCon,Office,7.0,0.0,0.0,105.66623421,0.0,17.0,20.333155595
13800,85969.0,101664.0,HomeImp,ProfExe,0.0,0.0,0.0,68.583689736,0.0,19.0,36.839422636
13800,65178.0,79000.0,DebtCon,Office,11.0,0.0,3.0,111.6,1.0,23.0,
13800,97778.0,116814.0,DebtCon,Other,15.0,1.0,3.0,120.78139621,1.0,22.0,23.20471329
13900,64356.0,88028.0,DebtCon,Office,13.0,0.0,0.0,111.8099755,0.0,24.0,39.008508115
13900,41641.0,53200.0,DebtCon,Other,,0.0,0.0,83.062468192,0.0,15.0,42.403634209
13900,62103.0,80000.0,DebtCon,Office,5.5,0.0,0.0,120.7,1.0,20.0,
13900,78442.0,105065.0,HomeImp,ProfExe,0.0,0.0,0.0,71.550477459,0.0,19.0,34.75170874
13900,144263.0,167164.0,DebtCon,ProfExe,8.0,2.0,6.0,111.58860329,5.0,38.0,91.612599977
13900,51653.0,85578.0,DebtCon,Other,13.0,0.0,0.0,90.273079432,0.0,7.0,41.693377223
13900,80836.0,93912.0,DebtCon,Other,5.0,2.0,0.0,69.268409144,0.0,20.0,23.916346606
13900,,27779.0,DebtCon,Other,12.0,,,95.94866523,1.0,9.0,34.166345197
14000,37019.0,57125.0,DebtCon,Other,,0.0,0.0,69.823553128,0.0,15.0,41.637058771
14000,,58407.0,Unknown,Unknown,8.0,0.0,0.0,107.53333333,0.0,15.0,
14000,83645.0,101615.0,HomeImp,ProfExe,5.0,0.0,0.0,116.33768431,0.0,26.0,28.296734839
14000,62000.0,88500.0,HomeImp,Office,9.0,,,107.36666667,0.0,11.0,
14000,27872.0,48125.0,HomeImp,Other,10.0,0.0,0.0,115.6,1.0,10.0,
14000,42767.0,60950.0,DebtCon,Other,7.0,0.0,1.0,117.66666667,3.0,49.0,
14000,65000.0,,Unknown,Other,23.0,0.0,3.0,109.56666667,1.0,15.0,
14100,98856.0,143292.0,HomeImp,ProfExe,13.0,0.0,0.0,105.77172611,4.0,21.0,37.458280401
14100,36309.0,53321.0,HomeImp,Other,8.0,0.0,0.0,110.20635054,1.0,10.0,19.187914011
14100,43927.0,60000.0,DebtCon,Other,0.0,0.0,0.0,0.0,12.0,8.0,
14200,34558.0,40754.0,HomeImp,Other,8.0,0.0,0.0,76.431213214,2.0,11.0,31.041183878
14200,,31671.0,DebtCon,Other,13.0,,,82.99126514,2.0,8.0,33.215104024
14200,46320.0,62044.0,DebtCon,Other,6.0,0.0,0.0,106.98389551,2.0,49.0,29.057908417
14300,52260.0,73000.0,DebtCon,Mgr,0.6,1.0,3.0,62.9,0.0,17.0,
14300,45615.0,80818.0,DebtCon,Mgr,4.0,0.0,0.0,115.13688503,0.0,9.0,28.738343193
14300,21828.0,38000.0,DebtCon,Mgr,17.0,1.0,0.0,103.5,1.0,17.0,
14300,,29115.0,DebtCon,Other,14.0,,,82.066405167,2.0,7.0,32.76978633
14400,64500.0,83000.0,DebtCon,Other,10.0,0.0,0.0,83.2,3.0,11.0,
14400,20996.0,41987.0,DebtCon,Mgr,9.0,0.0,0.0,120.95551442,0.0,10.0,21.11871262
14400,32683.0,48467.0,HomeImp,Other,11.0,0.0,0.0,114.41203294,0.0,10.0,21.46972396
14400,89605.0,106290.0,HomeImp,Other,20.0,0.0,0.0,121.74760077,4.0,24.0,29.30354901
14400,45516.0,63924.0,DebtCon,Other,,0.0,0.0,109.33079808,1.0,19.0,40.871987202
14400,75360.0,105737.0,HomeImp,ProfExe,8.0,0.0,0.0,121.298029,1.0,27.0,24.761899592
14400,46551.0,68545.0,DebtCon,Other,7.0,0.0,0.0,118.74648606,3.0,49.0,29.571263376
14400,45138.0,52029.0,DebtCon,Other,,0.0,0.0,94.38539454,0.0,15.0,40.136054213
14400,78777.0,103344.0,HomeImp,ProfExe,5.0,0.0,0.0,104.40459654,1.0,27.0,24.35085757
14500,71511.0,88632.0,DebtCon,Other,9.0,0.0,0.0,85.748149115,2.0,11.0,31.547811669
14500,,30625.0,DebtCon,Other,11.0,,,89.856577087,2.0,9.0,33.474513805
14500,67631.0,89458.0,DebtCon,Other,4.0,0.0,0.0,24.955529607,1.0,4.0,39.103725167
14500,,35183.0,DebtCon,Other,12.0,,,94.36324735,1.0,8.0,32.605000982
14600,,66776.0,Unknown,Unknown,8.0,0.0,0.0,118.97606272,0.0,14.0,25.963060686
14600,46057.0,63603.0,DebtCon,Other,,0.0,0.0,107.12103915,2.0,19.0,41.932036627
14600,28050.0,49244.0,HomeImp,Other,9.0,0.0,0.0,122.11663939,1.0,9.0,20.82876656
14600,76194.0,106461.0,DebtCon,Other,4.0,0.0,0.0,80.706197627,1.0,13.0,34.529550086
14600,67997.0,87000.0,DebtCon,Other,11.0,1.0,,93.333333333,3.0,23.0,
14700,30306.0,44195.0,HomeImp,Other,9.0,0.0,1.0,87.431226279,2.0,12.0,29.404935156
14700,30210.0,42751.0,DebtCon,Mgr,17.0,0.0,0.0,86.641823326,0.0,17.0,23.397362241
14700,94672.0,,Unknown,Other,14.0,0.0,1.0,67.038031911,0.0,11.0,40.317434429
14700,27235.0,39102.0,HomeImp,Other,8.0,0.0,0.0,71.420815089,2.0,11.0,29.151698162
14700,77565.0,101320.0,HomeImp,ProfExe,6.0,0.0,0.0,120.82737185,0.0,26.0,25.27620451
14700,33150.0,46053.0,HomeImp,Other,8.0,0.0,0.0,76.914717556,2.0,11.0,30.69643481
14700,65660.0,81937.0,DebtCon,Office,2.0,0.0,0.0,106.65751886,1.0,19.0,25.197806875
14700,76931.0,94245.0,DebtCon,Other,5.0,3.0,0.0,78.687519875,0.0,21.0,25.430314939
14700,63000.0,89250.0,DebtCon,ProfExe,4.0,0.0,0.0,87.466666667,0.0,28.0,
14800,76875.0,95893.0,DebtCon,Other,4.0,2.0,0.0,88.754574794,0.0,21.0,24.224695417
14800,48910.0,70039.0,DebtCon,Other,8.0,0.0,1.0,94.971595989,3.0,48.0,30.920501687
14800,49000.0,98900.0,HomeImp,Other,0.1,0.0,3.0,51.666666667,1.0,10.0,
14800,38000.0,59000.0,DebtCon,Unknown,6.0,1.0,0.0,107.53333333,2.0,10.0,
14800,43983.0,60826.0,DebtCon,Unknown,4.0,1.0,1.0,113.89796663,1.0,9.0,27.108081708
14800,60573.0,93187.0,DebtCon,Other,0.0,0.0,0.0,30.009474259,2.0,3.0,39.080207117
14800,16448.0,38774.0,DebtCon,Office,7.0,0.0,0.0,91.005539849,0.0,16.0,19.240351261
14800,73887.0,109451.0,DebtCon,Other,6.0,0.0,0.0,81.314818639,2.0,13.0,33.981408348
14900,65303.0,84590.0,DebtCon,Office,6.0,0.0,0.0,121.06495368,1.0,19.0,22.576823939
14900,55480.0,76464.0,HomeImp,Other,15.0,0.0,1.0,122.08949983,5.0,20.0,43.06260476
14900,57557.0,80611.0,DebtCon,Other,12.0,0.0,0.0,103.10650454,0.0,7.0,39.840875348
14900,22245.0,31531.0,DebtCon,Office,7.0,0.0,0.0,91.074218176,0.0,16.0,21.620580277
14900,82930.0,103352.0,HomeImp,ProfExe,6.0,0.0,0.0,105.67597798,0.0,27.0,27.473814727
14900,97646.0,139884.0,HomeImp,ProfExe,13.0,0.0,0.0,119.08311639,5.0,22.0,36.360597073
14900,48649.0,81342.0,DebtCon,Mgr,3.0,0.0,0.0,110.05673141,0.0,8.0,28.802398701
14900,69723.0,83553.0,DebtCon,Office,5.0,0.0,0.0,114.85553461,1.0,19.0,22.957291799
14900,72637.0,103297.0,DebtCon,Other,4.0,2.0,0.0,83.466086341,0.0,20.0,22.553039619
15000,45000.0,85000.0,HomeImp,Mgr,11.0,0.0,0.0,110.0,0.0,31.0,
15000,,,HomeImp,Unknown,1.0,1.0,0.0,108.53333333,0.0,22.0,
15000,4734.0,55500.0,HomeImp,Other,24.0,2.0,0.0,14.6,1.0,1.0,
15000,,27500.0,HomeImp,Other,11.0,1.0,1.0,62.3,2.0,3.0,
15000,8200.0,42075.0,DebtCon,ProfExe,18.0,1.0,0.0,122.23314815,0.0,23.0,
15000,98000.0,132790.0,DebtCon,Other,1.5,0.0,3.0,107.66666667,1.0,21.0,
15000,45000.0,68250.0,DebtCon,Other,7.0,0.0,1.0,55.966666667,0.0,4.0,
15000,86000.0,,DebtCon,Mgr,1.0,0.0,0.0,63.7,1.0,27.0,
15000,40772.0,62025.0,HomeImp,Other,,0.0,1.0,120.6,2.0,19.0,
15000,20000.0,47394.0,HomeImp,Other,13.0,0.0,0.0,66.133333333,0.0,11.0,
15000,29000.0,105000.0,HomeImp,Other,7.0,0.0,4.0,97.666666667,1.0,8.0,
15000,,,DebtCon,Unknown,0.0,2.0,1.0,91.266666667,1.0,10.0,
15000,48786.0,72500.0,DebtCon,Other,10.0,0.0,0.0,75.4,2.0,9.0,
15000,106239.0,135942.0,DebtCon,ProfExe,19.5,0.0,1.0,9.1,2.0,24.0,
