LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,target
18500,81938.0,106187.0,DebtCon,ProfExe,2.0,0.0,0.0,282.90060926,1.0,21.0,40.038841103,0
14900,89872.0,118027.0,DebtCon,ProfExe,0.0,1.0,1.0,155.44545292,1.0,34.0,33.135696766,0
8700,50711.0,87898.0,DebtCon,Unknown,4.0,0.0,0.0,209.5214385,4.0,30.0,32.743007077,0
9700,55986.0,73000.0,DebtCon,Other,2.5,0.0,1.0,207.16666667,2.0,29.0,,1
14800,90722.0,105695.0,DebtCon,Office,31.0,,0.0,321.40837406,2.0,50.0,35.240741305,0
16500,126872.0,167611.0,DebtCon,Office,5.0,0.0,0.0,136.12243475,1.0,21.0,26.404528407,0
16800,57329.0,83695.0,DebtCon,Other,3.0,0.0,0.0,294.99970155,2.0,16.0,40.625052691,0
17000,23200.0,85000.0,DebtCon,ProfExe,9.0,0.0,0.0,149.06666667,1.0,21.0,,0
6500,96314.0,105800.0,HomeImp,ProfExe,27.0,0.0,0.0,475.8,2.0,40.0,,1
12100,85121.0,113744.0,DebtCon,ProfExe,0.0,0.0,2.0,139.48533969,0.0,34.0,33.943437719,0
41800,363737.0,469748.0,HomeImp,ProfExe,4.0,0.0,0.0,327.74375515,4.0,14.0,43.80929207,0
12200,90154.0,110479.0,DebtCon,ProfExe,9.0,0.0,0.0,196.92640591,2.0,37.0,43.189031502,0
11900,61094.0,74842.0,Unknown,Other,12.0,0.0,0.0,250.19983439,0.0,26.0,29.734874071,0
24900,139241.0,171296.0,DebtCon,Other,6.0,1.0,0.0,220.68715833,0.0,19.0,35.591655668,0
15000,27954.0,79333.0,HomeImp,Other,,0.0,0.0,256.0038054,1.0,49.0,42.581948931,0
50400,168561.0,244322.0,DebtCon,Office,16.0,0.0,1.0,184.52328535,3.0,47.0,47.417376045,1
35000,197906.0,265000.0,DebtCon,ProfExe,4.0,0.0,0.0,246.56666667,0.0,32.0,,0
31600,15036.0,44220.0,DebtCon,Other,28.0,0.0,0.0,204.70091689,0.0,14.0,42.618223461,0
10700,122000.0,148000.0,DebtCon,ProfExe,0.7,0.0,0.0,165.33333333,7.0,29.0,,1
28700,131767.0,214558.0,DebtCon,ProfExe,10.0,0.0,0.0,238.79489103,2.0,27.0,20.523272269,0
18000,23252.0,50750.0,DebtCon,ProfExe,16.0,0.0,0.0,180.6,1.0,20.0,,0
9000,64917.0,102270.0,DebtCon,Other,10.0,0.0,0.0,213.03333333,0.0,21.0,,0
6700,60301.0,70543.0,HomeImp,ProfExe,5.0,0.0,0.0,195.78086332,0.0,19.0,32.397593406,1
17000,86000.0,119600.0,DebtCon,ProfExe,12.0,,,137.46666667,,25.0,,0
27400,113364.0,146520.0,HomeImp,Office,16.0,1.0,1.0,284.3680179,2.0,13.0,34.627659402,1
25200,69510.0,90781.0,DebtCon,ProfExe,6.0,0.0,1.0,143.83135388,4.0,25.0,35.326912601,0
6000,95232.0,115977.0,HomeImp,Office,22.0,0.0,0.0,149.0229081,1.0,12.0,37.954336913,0
22700,77356.0,106233.0,HomeImp,Mgr,14.0,0.0,0.0,161.64634096,0.0,27.0,35.420928075,0
21000,67657.0,100606.0,HomeImp,Other,5.0,0.0,0.0,225.28527037,1.0,12.0,31.04430422,0
27700,103249.0,206521.0,DebtCon,Other,24.0,0.0,0.0,196.78163285,0.0,19.0,25.688176342,0
24400,112178.0,159638.0,DebtCon,Mgr,17.0,0.0,0.0,197.96955851,0.0,26.0,33.130175892,0
22600,239115.0,264462.0,HomeImp,Self,5.0,0.0,0.0,244.17973039,2.0,50.0,36.700870555,0
18900,39727.0,68477.0,DebtCon,Office,11.0,0.0,2.0,134.27984227,0.0,22.0,40.42119971,0
16400,71264.0,94726.0,DebtCon,Other,1.0,0.0,0.0,177.2573424,1.0,31.0,35.034481355,0
24100,57555.0,90732.0,DebtCon,Other,8.0,0.0,0.0,236.96199248,1.0,19.0,37.934877857,0
10500,30922.0,57682.0,Unknown,Other,30.0,0.0,0.0,241.46041263,0.0,19.0,23.237035018,0
30500,18375.0,61738.0,DebtCon,Mgr,20.0,3.0,5.0,141.70313333,0.0,28.0,45.354788696,1
6500,47949.0,53102.0,HomeImp,Office,9.0,,,180.84124987,,19.0,27.839006664,0
9900,82697.0,100689.0,DebtCon,ProfExe,3.0,0.0,0.0,133.36579062,0.0,26.0,33.591716314,0
4700,88026.0,115506.0,HomeImp,ProfExe,6.0,0.0,0.0,182.24833156,0.0,27.0,29.20902258,0
13400,60174.0,81944.0,DebtCon,Other,1.0,0.0,0.0,125.38544605,3.0,9.0,36.229863857,0
43900,5149.0,67021.0,HomeImp,Office,,0.0,0.0,317.40930494,0.0,18.0,16.145688872,0
26800,148471.0,183284.0,DebtCon,ProfExe,4.0,0.0,0.0,323.26238295,0.0,35.0,37.272271308,0
27200,58383.0,92484.0,DebtCon,Other,22.0,1.0,2.0,170.07232349,1.0,20.0,23.809820262,0
12000,54257.0,82764.0,Unknown,Other,14.0,1.0,1.0,188.33742177,2.0,31.0,38.942759641,1
22900,64350.0,93126.0,DebtCon,Office,6.0,,,181.82604634,,16.0,39.391352107,0
22400,74553.0,102373.0,DebtCon,Other,18.0,0.0,0.0,206.58139512,1.0,12.0,40.848022817,0
8600,76703.0,100862.0,HomeImp,Other,0.0,0.0,1.0,174.55712019,0.0,31.0,34.386230664,0
25300,122933.0,157009.0,DebtCon,Mgr,3.0,0.0,0.0,280.57384454,0.0,24.0,38.740801417,0
22400,69774.0,107601.0,DebtCon,Mgr,2.0,,,248.39323688,5.0,23.0,40.962995121,0
18700,58498.0,90135.0,DebtCon,Office,30.0,0.0,0.0,199.10927232,0.0,21.0,33.182239494,0
7000,73873.0,111781.0,DebtCon,Office,0.0,0.0,0.0,231.79991346,0.0,38.0,19.273579455,0
10000,91000.0,110000.0,DebtCon,Other,16.0,1.0,3.0,123.76666667,2.0,22.0,,1
11100,82849.0,113913.0,HomeImp,ProfExe,10.0,0.0,1.0,167.36102992,0.0,27.0,35.763333479,0
46700,,81114.0,HomeImp,Office,10.0,0.0,0.0,295.73439152,0.0,12.0,33.415153004,0
27700,19300.0,39000.0,DebtCon,Mgr,12.0,3.0,0.0,212.06666667,0.0,46.0,,1
23000,68275.0,89967.0,DebtCon,ProfExe,8.0,1.0,0.0,140.71441489,4.0,25.0,33.694943696,0
20000,99300.0,139150.0,HomeImp,ProfExe,10.0,0.0,0.0,162.36666667,1.0,23.0,,0
8400,57694.0,70782.0,HomeImp,Other,4.0,0.0,0.0,125.71032467,0.0,34.0,37.622785545,0
16800,62557.0,95747.0,DebtCon,Other,0.0,0.0,0.0,188.18900504,1.0,31.0,35.285844744,0
28800,132019.0,168828.0,DebtCon,Mgr,0.0,0.0,0.0,231.28613401,1.0,24.0,35.490305671,0
16800,46312.0,67166.0,HomeImp,Other,27.0,0.0,0.0,241.50838389,0.0,14.0,26.220717432,0
31800,34302.0,77481.0,DebtCon,Other,10.0,,,123.46882703,,24.0,33.634689054,0
8200,64006.0,80409.0,HomeImp,Other,15.0,0.0,0.0,235.36324945,0.0,36.0,35.636720346,0
25000,101250.0,135000.0,DebtCon,Self,3.0,0.0,0.0,301.3,4.0,46.0,,1
17200,43996.0,79419.0,DebtCon,Mgr,5.0,0.0,0.0,140.97340097,0.0,9.0,28.662173401,0
12200,57785.0,72971.0,DebtCon,Other,2.0,0.0,0.0,166.89946021,1.0,16.0,34.709643927,0
16600,71096.0,104437.0,HomeImp,ProfExe,9.0,0.0,0.0,246.95963628,1.0,12.0,37.099532605,0
22900,95321.0,123082.0,DebtCon,Self,3.0,0.0,0.0,205.44151908,2.0,26.0,34.05349114,0
22800,129697.0,167475.0,DebtCon,ProfExe,5.0,0.0,1.0,202.60380291,1.0,18.0,22.043933842,1
18200,94727.0,136877.0,DebtCon,Mgr,15.0,0.0,0.0,168.95996818,2.0,26.0,36.056437467,0
11000,60513.0,110485.0,DebtCon,Mgr,3.0,1.0,1.0,126.77192888,1.0,17.0,40.031393322,1
17700,10847.0,94611.0,HomeImp,Other,14.0,0.0,1.0,271.39666705,0.0,22.0,27.283395304,0
9800,53643.0,113161.0,DebtCon,ProfExe,5.0,0.0,1.0,230.30325656,0.0,9.0,23.773610404,0
16700,54079.0,112463.0,HomeImp,Office,1.0,,3.0,134.92571376,1.0,23.0,37.033954387,0
8300,178745.0,251935.0,DebtCon,Sales,,0.0,0.0,130.7309108,0.0,22.0,42.358059882,0
16500,102552.0,144461.0,DebtCon,Office,1.0,,,136.72448949,2.0,15.0,34.107888816,0
11000,131949.0,165096.0,HomeImp,ProfExe,5.0,0.0,0.0,440.42125368,0.0,42.0,26.904766453,0
17700,111612.0,128416.0,DebtCon,Unknown,14.0,0.0,0.0,169.73348753,0.0,17.0,39.770628448,0
14800,86861.0,93341.0,HomeImp,Office,,0.0,0.0,162.02394644,0.0,26.0,42.897162114,0
26200,72648.0,123582.0,DebtCon,Office,0.0,1.0,0.0,331.35288565,0.0,23.0,37.545837379,0
13400,9698.0,65524.0,HomeImp,Other,9.0,1.0,0.0,345.54310649,1.0,21.0,15.761919171,0
15500,71412.0,93723.0,DebtCon,Mgr,19.0,0.0,0.0,238.50131586,11.0,24.0,35.965898215,0
22400,38669.0,105881.0,HomeImp,Other,6.0,0.0,0.0,125.24284167,0.0,14.0,32.778270828,0
7400,73985.0,114849.0,DebtCon,Office,0.0,0.0,0.0,238.58630343,1.0,38.0,18.421369855,0
24800,109084.0,140355.0,DebtCon,Mgr,11.0,2.0,0.0,183.79525849,5.0,18.0,40.604795833,0
18000,52301.0,79959.0,DebtCon,Other,1.0,,1.0,290.2806482,0.0,9.0,37.16369797,0
27000,60631.0,86091.0,DebtCon,Other,24.0,0.0,2.0,200.14145359,1.0,20.0,26.248756632,0
28100,135991.0,183598.0,DebtCon,Mgr,0.0,,,131.58912441,,38.0,31.085617659,0
10800,199000.0,226000.0,HomeImp,ProfExe,11.0,0.0,0.0,236.36666667,0.0,22.0,,0
9300,106449.0,120066.0,DebtCon,Other,18.0,0.0,1.0,189.91991824,1.0,15.0,37.086455086,0
18200,49653.0,159076.0,DebtCon,ProfExe,20.0,0.0,0.0,231.54972268,0.0,27.0,20.415931614,0
10000,63005.0,78500.0,DebtCon,Other,3.0,,,171.76666667,,35.0,,0
25800,137140.0,167096.0,DebtCon,Other,7.0,0.0,1.0,209.08528296,1.0,19.0,36.18947433,0
15800,61073.0,90897.0,DebtCon,ProfExe,8.0,0.0,0.0,208.50075586,0.0,20.0,23.035745844,0
15500,46846.0,70082.0,DebtCon,ProfExe,7.0,0.0,0.0,152.16806013,2.0,12.0,30.131497225,0
19200,96401.0,115545.0,DebtCon,ProfExe,7.0,0.0,0.0,128.71451378,1.0,20.0,22.187289994,0
13000,27787.0,44901.0,DebtCon,Other,8.0,,1.0,166.7262772,7.0,28.0,38.35512561,0
34800,138680.0,190729.0,DebtCon,ProfExe,21.0,0.0,0.0,198.12333421,0.0,21.0,35.577239252,0
25900,201877.0,239546.0,HomeImp,Other,6.0,0.0,0.0,134.85324273,0.0,42.0,40.398114335,0
12100,13218.0,82386.0,DebtCon,Other,7.0,0.0,0.0,262.39425427,0.0,14.0,18.430472375,0
24900,77000.0,115006.0,DebtCon,Other,10.0,0.0,0.0,293.23333333,0.0,36.0,,1
21100,81389.0,123842.0,DebtCon,Other,9.0,0.0,0.0,285.04691618,1.0,17.0,37.13906786,0
14800,46698.0,60679.0,DebtCon,Unknown,6.0,1.0,0.0,126.49380515,2.0,10.0,28.394817363,0
17900,70046.0,135917.0,DebtCon,Self,1.0,1.0,2.0,138.01100827,0.0,16.0,38.289202295,1
8100,78977.0,91995.0,DebtCon,Mgr,19.0,0.0,0.0,296.74709479,1.0,23.0,38.820940293,0
12700,72760.0,83604.0,DebtCon,Office,6.0,2.0,3.0,189.9194249,3.0,29.0,37.368560459,0
13700,96597.0,120380.0,DebtCon,ProfExe,13.0,0.0,0.0,181.40485044,1.0,17.0,34.315437212,0
21000,,91455.0,HomeImp,Other,7.0,0.0,0.0,174.42896876,1.0,15.0,38.593376406,0
15300,101000.0,112500.0,DebtCon,Other,1.0,0.0,0.0,129.86666667,2.0,21.0,,0
26000,47067.0,63292.0,DebtCon,Office,17.0,0.0,0.0,174.62101544,2.0,21.0,33.673146444,0
23300,27793.0,50177.0,DebtCon,Other,16.0,0.0,0.0,136.40160303,1.0,24.0,28.052921095,0
11000,66400.0,81500.0,DebtCon,Other,9.5,0.0,0.0,215.06666667,0.0,65.0,,1
12000,88210.0,114224.0,DebtCon,ProfExe,8.0,0.0,0.0,203.46897898,1.0,36.0,41.572971522,0
25500,79593.0,113063.0,DebtCon,ProfExe,9.0,0.0,0.0,135.74061354,0.0,19.0,28.040793179,0
14800,63508.0,87310.0,DebtCon,Other,2.0,0.0,0.0,127.16522994,3.0,10.0,38.953722682,0
38600,145590.0,209950.0,HomeImp,ProfExe,4.0,0.0,0.0,149.88112894,0.0,31.0,35.582788826,0
5000,,36375.0,HomeImp,Other,3.0,0.0,0.0,266.8,1.0,26.0,,0
18800,22782.0,60590.0,HomeImp,ProfExe,8.0,0.0,0.0,198.87639548,0.0,13.0,30.329929987,0
12300,152274.0,177940.0,HomeImp,Office,4.0,0.0,0.0,196.87675772,0.0,56.0,33.722769149,0
21500,125451.0,200594.0,HomeImp,ProfExe,13.0,0.0,0.0,205.27836456,0.0,22.0,36.89339399,0
9900,52800.0,66000.0,HomeImp,Other,29.0,1.0,3.0,188.93333333,1.0,24.0,,0
16300,71510.0,89756.0,DebtCon,Other,2.0,0.0,0.0,193.13589022,0.0,30.0,31.413585832,0
5000,39000.0,50340.0,HomeImp,Office,10.0,,,179.83333333,,19.0,,0
12500,,39200.0,HomeImp,Other,0.0,0.0,0.0,309.4,1.0,9.0,,0
10000,52410.0,54500.0,Unknown,Mgr,1.0,9.0,4.0,132.9,4.0,29.0,,1
25600,77123.0,103014.0,DebtCon,Mgr,1.0,,,231.79420106,3.0,24.0,43.671281432,0
12900,45215.0,66162.0,DebtCon,Other,4.0,0.0,0.0,170.76451694,0.0,14.0,39.248014917,0
23700,18825.0,55549.0,DebtCon,Other,26.0,0.0,1.0,203.8609299,0.0,25.0,26.629077387,0
13400,30507.0,47990.0,DebtCon,Other,7.0,,0.0,149.93529399,6.0,29.0,38.929265887,0
15300,101311.0,113253.0,DebtCon,Other,0.0,0.0,0.0,140.07577118,1.0,21.0,40.667462294,0
21500,110712.0,178045.0,DebtCon,Office,6.0,0.0,0.0,212.60407973,4.0,24.0,43.310856295,0
11400,59813.0,72873.0,DebtCon,ProfExe,13.0,0.0,0.0,234.33024049,4.0,31.0,39.351470851,0
23500,62742.0,111921.0,DebtCon,ProfExe,15.0,0.0,3.0,282.97601589,0.0,36.0,27.148205463,0
37900,150044.0,202894.0,HomeImp,ProfExe,5.0,0.0,0.0,156.03392791,0.0,30.0,36.311407672,0
11700,62400.0,78000.0,DebtCon,Office,20.0,0.0,0.0,216.06666667,2.0,24.0,,1
18700,11886.0,63762.0,DebtCon,Sales,0.0,0.0,0.0,315.2604995,0.0,5.0,39.675833586,0
24900,89530.0,146815.0,DebtCon,ProfExe,19.0,1.0,0.0,164.77031037,1.0,25.0,39.345858588,0
5000,28000.0,36810.0,DebtCon,Other,2.0,1.0,0.0,222.2,1.0,6.0,,1
24300,,60628.0,DebtCon,Other,23.0,0.0,0.0,145.29273612,0.0,9.0,22.984818991,0
17200,55254.0,118718.0,DebtCon,ProfExe,15.0,0.0,0.0,276.91108293,0.0,20.0,26.696158705,0
22000,53212.0,85006.0,DebtCon,Other,20.0,0.0,0.0,218.48411292,1.0,21.0,32.855701395,0
26400,43781.0,66030.0,DebtCon,Office,17.0,0.0,0.0,184.3849541,2.0,21.0,31.489905776,0
13400,95084.0,117279.0,HomeImp,Office,4.0,0.0,0.0,145.96234363,0.0,21.0,39.244669483,0
19500,94543.0,127718.0,DebtCon,ProfExe,11.0,,,132.40785557,,24.0,30.85706709,0
15900,96854.0,156450.0,DebtCon,Mgr,1.0,0.0,0.0,212.66600461,0.0,19.0,40.213384582,0
10000,59764.0,77870.0,DebtCon,Sales,7.0,0.0,0.0,136.9,0.0,35.0,,0
2100,71000.0,83850.0,HomeImp,Other,8.0,0.0,1.0,123.0,0.0,16.0,,1
19300,31950.0,53814.0,DebtCon,ProfExe,17.0,0.0,0.0,178.45963721,1.0,20.0,37.134712329,0
26700,144243.0,176096.0,DebtCon,Other,1.0,0.0,0.0,194.67979612,0.0,34.0,40.479243579,0
7500,47518.0,60252.0,DebtCon,Other,16.0,0.0,3.0,220.62498387,0.0,37.0,26.711536473,0
69700,192163.0,293901.0,DebtCon,Self,10.0,0.0,0.0,222.14752562,2.0,24.0,29.038235992,0
11900,28329.0,80963.0,HomeImp,ProfExe,21.0,0.0,0.0,239.45711772,0.0,10.0,24.534997192,0
36400,204419.0,268745.0,DebtCon,ProfExe,4.0,0.0,0.0,267.92092198,0.0,31.0,32.747593119,0
9700,,64644.0,HomeImp,Other,,0.0,0.0,368.07092408,0.0,6.0,36.573169598,0
48800,47476.0,105332.0,HomeImp,Self,9.0,0.0,0.0,194.13891853,3.0,36.0,40.653434674,0
21900,53598.0,74780.0,DebtCon,ProfExe,10.0,0.0,1.0,191.55190932,1.0,42.0,40.49010197,0
27600,150120.0,191972.0,HomeImp,Self,3.0,0.0,0.0,178.03849109,1.0,16.0,41.807428045,0
17000,83248.0,95886.0,DebtCon,ProfExe,8.0,0.0,2.0,349.43007938,,41.0,36.05994724,0
51600,31536.0,81233.0,HomeImp,Other,2.0,1.0,0.0,267.13437417,6.0,13.0,40.155031167,0
28900,,117991.0,DebtCon,Mgr,7.0,0.0,0.0,159.55002458,0.0,27.0,32.16500253,0
14200,102512.0,128657.0,HomeImp,ProfExe,8.0,0.0,0.0,178.33902633,3.0,32.0,27.541140882,0
22000,124000.0,155000.0,DebtCon,Sales,1.0,,7.0,130.3,,55.0,,1
14900,87391.0,99494.0,HomeImp,Other,18.0,0.0,0.0,134.85999691,4.0,23.0,29.535058556,0
27600,54584.0,86568.0,DebtCon,Other,22.0,0.0,0.0,214.8157373,1.0,27.0,35.223970798,0
12000,73000.0,94900.0,DebtCon,ProfExe,9.0,3.0,0.0,189.7,1.0,30.0,,0
6500,75113.0,115900.0,HomeImp,Office,29.0,0.0,0.0,332.73333333,2.0,38.0,,0
19500,10506.0,70945.0,DebtCon,Office,,0.0,0.0,247.79199149,0.0,22.0,39.755605133,0
20900,,74233.0,HomeImp,Office,6.0,0.0,0.0,123.11488171,1.0,4.0,20.781741228,0
8000,65000.0,93600.0,DebtCon,Other,16.0,,,140.06666667,4.0,16.0,,0
6000,,95500.0,HomeImp,Mgr,6.0,1.0,2.0,129.9,1.0,22.0,,1
23300,61496.0,102823.0,HomeImp,ProfExe,18.0,0.0,0.0,649.74710438,1.0,24.0,20.872560266,0
16600,42259.0,,DebtCon,Other,1.5,1.0,3.0,209.96666667,0.0,20.0,,1
7000,7000.0,31200.0,DebtCon,Other,5.0,0.0,0.0,265.06666667,0.0,12.0,,0
19900,168732.0,224270.0,DebtCon,Office,12.0,0.0,0.0,217.63725461,0.0,32.0,41.549331297,0
12900,90646.0,100744.0,HomeImp,Other,19.0,0.0,0.0,141.20846058,3.0,23.0,31.526379711,0
10400,63505.0,75811.0,DebtCon,Other,3.0,0.0,0.0,182.0920717,2.0,17.0,33.690785641,0
10700,115118.0,124198.0,DebtCon,Self,6.0,1.0,0.0,174.34182326,0.0,19.0,31.75799058,0
21000,110000.0,138000.0,DebtCon,Mgr,16.0,8.0,2.0,154.2,3.0,30.0,,1
22700,,132297.0,HomeImp,Other,1.0,0.0,0.0,309.44594908,3.0,20.0,29.371002276,0
22300,71800.0,100000.0,DebtCon,Sales,0.1,0.0,0.0,220.13333333,1.0,26.0,,1
12000,88000.0,118750.0,HomeImp,Mgr,3.0,0.0,3.0,153.5,0.0,26.0,,0
23500,146371.0,179434.0,DebtCon,ProfExe,6.0,,,195.17814464,4.0,43.0,39.94505447,0
20900,59228.0,92224.0,DebtCon,Office,1.0,0.0,0.0,157.07118358,1.0,21.0,37.677209372,0
17300,79412.0,114906.0,DebtCon,Mgr,17.0,0.0,0.0,247.3605705,4.0,30.0,36.536435564,0
42200,21427.0,61457.0,DebtCon,Other,19.0,0.0,0.0,183.48181171,1.0,30.0,39.864738809,0
9000,75453.0,100646.0,DebtCon,ProfExe,3.0,0.0,0.0,126.30983495,0.0,26.0,33.75846632,0
18400,62300.0,95869.0,DebtCon,Other,2.0,0.0,0.0,172.75912343,1.0,31.0,35.189447274,0
34800,115191.0,165667.0,DebtCon,Other,,0.0,0.0,244.09766996,4.0,14.0,36.131175776,0
26500,61223.0,92255.0,DebtCon,Other,2.0,0.0,1.0,214.03253889,0.0,17.0,1.8555399803,1
45000,87000.0,151000.0,DebtCon,Other,16.0,0.0,0.0,223.2,8.0,19.0,,0
4700,71855.0,88566.0,HomeImp,Other,2.0,2.0,0.0,283.95953809,0.0,5.0,36.475473283,0
13000,34000.0,65000.0,HomeImp,Other,4.5,0.0,1.0,148.5,2.0,24.0,,1
23600,141000.0,175000.0,DebtCon,Other,2.0,0.0,0.0,192.76666667,0.0,35.0,,0
20300,59809.0,107994.0,DebtCon,ProfExe,15.0,0.0,3.0,263.99129317,0.0,36.0,26.50856379,0
21300,145324.0,179995.0,DebtCon,ProfExe,5.0,,,199.47673517,5.0,42.0,39.839640135,0
12600,67860.0,103426.0,DebtCon,Other,9.0,0.0,0.0,202.15263385,0.0,20.0,18.347529385,0
28500,108293.0,135317.0,DebtCon,Other,5.0,0.0,0.0,219.61525186,4.0,43.0,31.209731086,1
26900,74982.0,126972.0,DebtCon,Office,0.0,0.0,0.0,315.81891124,0.0,23.0,38.325989849,0
7500,,51610.0,HomeImp,ProfExe,4.0,0.0,3.0,158.26666667,2.0,18.0,,1
17200,52276.0,69860.0,DebtCon,Office,0.0,0.0,0.0,180.93148775,0.0,25.0,30.587966984,0
14300,67018.0,81805.0,DebtCon,Other,1.0,0.0,0.0,253.59245092,3.0,25.0,30.686218746,0
4000,,80609.0,HomeImp,Other,1.5,0.0,2.0,126.53333333,3.0,12.0,,1
24700,77022.0,112172.0,DebtCon,Mgr,9.0,0.0,1.0,306.87107786,2.0,28.0,30.120041947,0
15400,48275.0,69427.0,DebtCon,ProfExe,17.0,0.0,0.0,202.54621956,0.0,15.0,23.160040592,0
26300,25685.0,51023.0,DebtCon,Other,35.0,0.0,0.0,261.47087199,0.0,23.0,40.08504815,0
16200,,95280.0,Unknown,Other,,0.0,0.0,194.46001619,1.0,10.0,33.123728177,0
15200,102699.0,121925.0,HomeImp,Office,2.0,0.0,0.0,155.92014866,0.0,22.0,36.745639039,0
6000,47625.0,85925.0,HomeImp,Office,0.1,2.0,1.0,154.13333333,4.0,26.0,,1
18000,57988.0,86970.0,DebtCon,Other,16.0,0.0,0.0,165.33333333,2.0,14.0,,1
28900,77916.0,130728.0,DebtCon,Office,2.0,0.0,0.0,290.77260805,1.0,23.0,39.095476448,0
21300,103989.0,143796.0,DebtCon,Other,9.0,2.0,0.0,135.23283605,3.0,20.0,44.382577891,1
23400,35634.0,61149.0,DebtCon,Other,,0.0,0.0,204.64278621,0.0,13.0,41.115158943,0
15000,86177.0,111500.0,DebtCon,Other,14.0,0.0,0.0,133.93333333,2.0,9.0,,0
18500,14111.0,71628.0,DebtCon,Office,,0.0,0.0,246.99093051,0.0,22.0,39.611541723,0
25000,199000.0,236200.0,HomeImp,Other,8.0,0.0,0.0,133.36666667,1.0,42.0,,0
20600,124323.0,166781.0,DebtCon,Office,4.0,,1.0,381.02564753,,51.0,37.169048081,0
15700,85384.0,101302.0,DebtCon,Other,1.0,0.0,0.0,128.28624705,0.0,22.0,41.569983536,0
6000,33600.0,,HomeImp,Other,2.0,0.0,0.0,140.93333333,1.0,20.0,,1
11100,54496.0,71895.0,HomeImp,Other,6.0,0.0,0.0,125.76577489,0.0,16.0,35.506774068,0
21300,183386.0,230443.0,DebtCon,ProfExe,1.0,0.0,0.0,288.37369758,1.0,26.0,39.334879021,0
15800,,44144.0,HomeImp,Other,0.0,0.0,0.0,315.81263172,1.0,9.0,25.650384133,0
9100,62976.0,77829.0,HomeImp,Mgr,0.0,0.0,2.0,131.19349603,0.0,23.0,26.090418913,0
25500,84267.0,117833.0,DebtCon,ProfExe,12.0,0.0,1.0,123.75685647,0.0,18.0,27.47115778,0
11100,79226.0,88112.0,DebtCon,ProfExe,10.0,0.0,1.0,179.64827359,1.0,12.0,40.670904725,0
68000,191000.0,288000.0,DebtCon,Self,11.0,0.0,0.0,218.1,3.0,25.0,,0
19400,71515.0,100771.0,DebtCon,Other,,1.0,1.0,223.17108437,2.0,13.0,40.705043705,0
6600,62380.0,89742.0,HomeImp,Office,31.0,0.0,0.0,232.52729073,0.0,16.0,26.160494887,0
29800,134560.0,187551.0,DebtCon,ProfExe,1.0,0.0,0.0,225.09229867,1.0,19.0,39.211937494,0
24200,150939.0,183208.0,DebtCon,Other,1.0,0.0,0.0,205.77680196,0.0,34.0,39.656334058,0
13800,78645.0,130104.0,DebtCon,ProfExe,16.0,0.0,0.0,295.72131731,0.0,19.0,29.966602425,0
18900,123206.0,205608.0,DebtCon,Other,4.0,0.0,0.0,201.30237176,0.0,17.0,27.527502021,0
30200,106594.0,148695.0,DebtCon,Other,13.0,0.0,0.0,239.91840501,1.0,39.0,41.275208993,0
31000,51370.0,103298.0,DebtCon,Office,0.0,0.0,0.0,175.60961458,2.0,25.0,38.093414639,0
18700,37883.0,64763.0,HomeImp,Other,25.0,0.0,0.0,236.99683653,0.0,13.0,23.621203075,0
28800,204455.0,245685.0,HomeImp,Other,8.0,0.0,0.0,123.39674713,1.0,42.0,42.345471385,0
26400,73679.0,98614.0,DebtCon,Office,10.0,0.0,0.0,151.62870365,0.0,20.0,38.159622791,0
13000,38200.0,64764.0,HomeImp,ProfExe,4.0,0.0,0.0,211.06666667,3.0,18.0,,0
14900,70872.0,88731.0,DebtCon,Other,4.0,0.0,0.0,243.99793481,3.0,26.0,29.048020616,0
26700,146193.0,185200.0,DebtCon,ProfExe,11.0,0.0,0.0,156.2294564,0.0,36.0,39.210272093,0
11200,68890.0,84059.0,DebtCon,Office,12.0,0.0,0.0,254.01968935,3.0,36.0,41.433943797,0
13100,,47568.0,HomeImp,Other,0.0,0.0,0.0,319.59593727,0.0,8.0,25.836785172,0
17300,65444.0,91244.0,DebtCon,ProfExe,8.0,0.0,0.0,202.04968272,0.0,19.0,21.573385223,0
16600,81275.0,106691.0,DebtCon,ProfExe,1.0,0.0,0.0,289.37613799,1.0,20.0,38.475240991,0
10600,31216.0,44716.0,DebtCon,Other,8.0,,1.0,149.19464754,6.0,29.0,37.88226039,0
7000,129959.0,161301.0,HomeImp,ProfExe,11.0,0.0,0.0,209.98629953,0.0,18.0,21.917952264,0
25000,,60685.0,DebtCon,Other,,0.0,0.0,311.93588947,0.0,19.0,39.421713903,0
17000,73644.0,107086.0,DebtCon,ProfExe,0.0,0.0,0.0,280.45334363,2.0,20.0,37.771957848,0
13400,53294.0,69042.0,DebtCon,Other,0.0,0.0,0.0,214.36204349,0.0,9.0,36.30954976,0
11700,51600.0,72399.0,HomeImp,Other,15.0,0.0,1.0,125.36336996,4.0,20.0,,1
23000,213000.0,280000.0,HomeImp,ProfExe,7.0,,5.0,468.86666667,,56.0,,0
18000,65836.0,100292.0,HomeImp,ProfExe,22.0,0.0,0.0,237.10163194,0.0,24.0,36.33819671,0
8700,58007.0,73069.0,DebtCon,ProfExe,14.0,0.0,0.0,240.43728186,3.0,31.0,37.897480893,0
